@relation a
@attribute l1 numeric
@attribute l2 numeric
@data
0.997234989888966,0.79684427077882
0.119657483417541,0.486978508299217
0.471502808621153,0.815675184829161
0.289443309186026,0.132277190452442
0.158279595663771,0.142392942216247
0.230388732627034,0.461660568369552
0.434829079778865,0.919268895406276
0.759477390209213,0.27257193508558
0.349077566759661,0.115663880016655
0.384353663772345,0.714030435308814
0.614877586951479,0.908082560170442
0.310108000179753,0.525425225030631
0.404031045502052,0.420933644054458
0.891037121182308,0.0432087450753897
0.886560531100258,0.711264791432768
0.705894713057205,0.889193104812875
0.340079808374867,0.522087861550972
0.470657582161948,0.0526768527925014
0.277698333142325,0.113831165246665
0.458286602050066,0.606740314746276
0.934253442334011,0.83923378190957
0.0492578439880162,0.928245113231242
0.0390278934501112,0.305818205932155
0.295274080475792,0.323604207485914
0.424804993206635,0.973161344882101
0.614935740595683,0.0771752167493105
0.0640020105056465,0.0183781187515706
0.775052086217329,0.103236025897786
0.150425129570067,0.522117551416159
0.351452211616561,0.149329436477274
0.204771855846047,0.498406156664714
0.36344988248311,0.216558692976832
0.575779173988849,0.244142062729225
0.453109162626788,0.00847328687086701
0.935819564154372,0.244715121109039
0.733935149852186,0.724720387486741
0.0782167767174542,0.97908519115299
0.40198861877434,0.760902804322541
0.602633222704753,0.820289478870109
0.277265035547316,0.192531283944845
0.576985511230305,0.122248815838248
0.319356127176434,0.752931657945737
0.42017769231461,0.884876434225589
0.39211618877016,0.315765875624493
0.914083312032744,0.146098273107782
0.0220931803341955,0.991448050597683
0.0162982309702784,0.0678028357215226
0.41236340184696,0.846833485877141
0.893498429562896,0.712243048008531
0.216999885626137,0.283266675658524
0.32157562347129,0.526183448266238
0.745680578518659,0.510900687659159
0.499321717303246,0.555145865771919
0.87419368349947,0.0149684639181942
0.346307088853791,0.289653772488236
0.774761834414676,0.255260661244392
0.239644839428365,0.206067758146673
0.702674800064415,0.636791813652962
0.65102892764844,0.309305718168616
0.658351835096255,0.56358346180059
0.623908641049638,0.918845907086506
0.201147082727402,0.0122153665870428
0.351215021451935,0.212107239291072
0.273982514627278,0.849190508946776
0.998079819837585,0.992765297880396
0.964254883350804,0.642854489153251
0.68937694048509,0.386249666800722
0.0544524241704494,0.728059474145994
0.415874967118725,0.372135390294716
0.262451193062589,0.621122376294807
0.467692267848179,0.776027381652966
0.924027940491214,0.12634720117785
0.836326146498322,0.0735755793284625
0.443296920973808,0.688397628255188
0.587996027898043,0.949639271711931
0.278915387811139,0.717722648987547
0.536407538456842,0.105973278870806
0.662122043548152,0.223232838325202
0.874999438878149,0.14452612795867
0.331699441419914,0.389834347879514
0.199707016116008,0.618832940235734
0.319272333290428,0.300245407037437
0.178656916832551,0.960473388666287
0.189143736846745,0.177169397938997
0.826546052936465,0.0960628609173
0.350516389356926,0.684295140905306
0.0581260735634714,0.721483256435022
0.00996978138573468,0.610212508356199
0.390846770722419,0.735493608284742
0.536496517714113,0.317355167353526
0.560305098537356,0.642806318122894
0.192680635722354,0.565619160654023
0.63525250647217,0.436287361895666
0.0888992187101394,0.158665541559458
0.499460844090208,0.073510946938768
0.368977613514289,0.19745839224197
0.30715233553201,0.904532297048718
0.0794587263371795,0.315740315243602
0.785341623239219,0.949089399073273
0.531370122916996,0.116704644402489
3.76626339764334,0.0956568573601544
3.76787160290405,0.155428312253207
3.79382529831491,0.18576780334115
3.58237587451003,0.740113794105127
3.47224467317574,0.312252957141027
3.9429325053934,0.00347871519625187
3.66378799453378,0.658885309938341
3.46581057482399,0.663661004742607
3.65909292572178,0.988225400447845
